Date,Index_Level
2025-01-11,54801.528997597365
2025-01-12,54704.24708053817
2025-01-13,54639.66303541144
2025-01-14,54608.320868540846
2025-01-15,55837.636366156206
2025-01-16,58023.82211231636
2025-01-17,57836.53786706109
2025-01-18,60223.96782933131
2025-01-19,60281.20287028378
2025-01-20,58512.62163409051
2025-01-21,58805.306218669764
2025-01-22,61338.28343824409
2025-01-23,59886.5702401994
2025-01-24,60134.84337849396
2025-01-25,60567.09850945837
2025-01-26,60546.85712638066
2025-01-27,59246.3081368889
2025-01-28,58893.3081211438
2025-01-29,58501.37804988444
2025-01-30,59881.85076140297
2025-01-31,60520.677487247995
2025-02-01,59165.46681629652
2025-02-02,58149.672626883126
2025-02-03,56314.02615912205
2025-02-04,58539.46361870051
2025-02-05,56597.06760081718
2025-02-06,55734.46718198355
2025-02-07,55738.52784045262
2025-02-08,55678.9466610018
2025-02-09,55681.852269646086
2025-02-10,55675.5819852868
2025-02-11,56167.685617629264
2025-02-12,55207.45118534083
2025-02-13,56435.189842358006
2025-02-14,55693.81312033586
2025-02-15,56234.19644947219
2025-02-16,56272.694867831546
2025-02-17,55454.937324841696
2025-02-18,55262.669723873936
2025-02-19,55084.90847912003
2025-02-20,55699.691558403734
2025-02-21,56748.90217299369
2025-02-22,55446.43685676882
2025-02-23,55717.301720887655
2025-02-24,55598.05312494866
2025-02-25,52707.48470268899
2025-02-26,51200.53732594536
2025-02-27,48391.26001335325
2025-02-28,48847.194335627595
2025-03-01,48677.439703549346
2025-03-02,49562.778074194845
2025-03-03,54343.69141943758
2025-03-04,49614.79845404801
2025-03-05,50296.51866934276
2025-03-06,52190.65833700847
2025-03-07,51837.4983274586
2025-03-08,49982.56553681531
2025-03-09,49638.08862307317
2025-03-10,46519.92919376486
2025-03-11,45364.47877318726
2025-03-12,47663.11832918795
2025-03-13,48278.86914909263
2025-03-14,46679.67937516789
2025-03-15,48328.730345379416
2025-03-16,48575.32199953791
2025-03-17,47547.37852070638
2025-03-18,48392.408100955916
2025-03-19,47655.1316090914
2025-03-20,49986.66552629944
2025-03-21,48516.67368113639
2025-03-22,48363.69744325403
2025-03-23,48244.21473444071
2025-03-24,49386.12207523936
2025-03-25,50282.82847219874
2025-03-26,50390.463277365976
2025-03-27,50056.858092582595
2025-03-28,50207.04018018261
2025-03-29,48546.26523137277
2025-03-30,47571.86922529282
2025-03-31,47381.95825423984
2025-04-01,47476.522494401135
2025-04-02,49049.21365239039
2025-04-03,47476.45436124244
2025-04-04,47845.39383307304
2025-04-05,48236.53702617305
2025-04-06,48089.4518526826
2025-04-07,44962.446424057605
2025-04-08,45509.30855146196
2025-04-09,43864.0090182852
2025-04-10,47497.862815185166
2025-04-11,45739.04033155245
2025-04-12,47940.0142347774
2025-04-13,49022.65222663307
2025-04-14,48038.875403862745
2025-04-15,48571.1587874579
2025-04-16,48068.70148593016
2025-04-17,48322.21572858045
2025-04-18,48793.8646797437
2025-04-19,48511.96269517045
2025-04-20,48913.28449421613
2025-04-21,48875.42922808665
2025-04-22,50229.08317779993
2025-04-23,53764.41437454484
2025-04-24,53789.63303841976
2025-04-25,53935.87536612594
2025-04-26,54453.751009081454
2025-04-27,54388.296457087374
2025-04-28,53905.75449069265
2025-04-29,54603.167660916646
2025-04-30,54161.30956414224
2025-05-01,54148.82885516251
2025-05-02,55408.67583768034
2025-05-03,55653.57116635121
2025-05-04,55120.32614673435
2025-05-05,54204.11113533866
2025-05-06,54453.35392750085
2025-05-07,55646.67891497866
2025-05-08,55743.210735136956
2025-05-09,59287.20986918196
2025-05-10,59258.209426452195
2025-05-11,60269.27668034383
2025-05-12,59887.3838694705
2025-05-13,59246.99442881114
2025-05-14,60038.04910880167
2025-05-15,59683.63037128202
2025-05-16,59733.51404368912
2025-05-17,59646.94951861349
2025-05-18,59433.83573773616
2025-05-19,61037.47141752405
2025-05-20,60824.16409959587
2025-05-21,61482.99582925663
2025-05-22,63132.36620338218
2025-05-23,64236.43580154841
2025-05-24,61726.892570090844
2025-05-25,62079.587892689415
2025-05-26,62671.08446477475
2025-05-27,62968.94602619557
2025-05-28,62817.58347895026
2025-05-29,62120.01328467563
2025-05-30,60916.669656992475
2025-05-31,59901.164737547195
2025-06-01,60288.699008283205
2025-06-02,60872.873013872784
2025-06-03,60990.2277321854
2025-06-04,60730.09206853716
2025-06-05,60379.575726205534
2025-06-06,58530.552557053736
2025-06-07,60117.72189308278
2025-06-08,60853.60456298558
2025-06-09,60855.41268831963
2025-06-10,63503.19481152784
2025-06-11,63506.10170626145
2025-06-12,62624.56817407397
2025-06-13,61054.87426777843
2025-06-14,61073.71996213656
2025-06-15,60742.37874371148
2025-06-16,60786.6076011325
2025-06-17,61585.95552459304
2025-06-18,60282.03224107884
2025-06-19,60305.98883493226
2025-06-20,60287.93710679288
2025-06-21,59460.808919499985
2025-06-22,58425.60164631693
2025-06-23,58027.3537332717
2025-06-24,60731.320853506004
2025-06-25,61001.632199353
2025-06-26,61713.766276034345
2025-06-27,61568.16463720124
2025-06-28,61624.244900571364
2025-06-29,61771.752473223554
2025-06-30,62394.99728303724
2025-07-01,61671.187324176026
2025-07-02,60784.63614668463
2025-07-03,62656.57667832456
2025-07-04,63103.79892589126
2025-07-05,62193.91366711151
2025-07-06,62296.56578909374
2025-07-07,62878.58429768861
2025-07-08,62350.549725389435
